,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
11330,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-12,,3.026373,,A,Normal value,,,,,,,2,Two
11331,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-01,,-0.08392783,,A,Normal value,,,,,,,2,Two
11332,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-02,,1.469971,,A,Normal value,,,,,,,2,Two
11333,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-03,,2.649007,,A,Normal value,,,,,,,2,Two
11334,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-04,,3.58871,,A,Normal value,,,,,,,2,Two
11335,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-05,,1.907357,,A,Normal value,,,,,,,2,Two
11336,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-06,,2.711994,,A,Normal value,,,,,,,2,Two
11337,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-07,,1.934611,,A,Normal value,,,,,,,2,Two
11338,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-08,,2.297621,,A,Normal value,,,,,,,2,Two
11339,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-09,,0.32097,,A,Normal value,,,,,,,2,Two
11340,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-10,,-1.102026,,A,Normal value,,,,,,,2,Two
11341,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-11,,0.8626887,,A,Normal value,,,,,,,2,Two
11342,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2022-12,,-0.1069138,,A,Normal value,,,,,,,2,Two
11343,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-01,,0.7491973,,A,Normal value,,,,,,,2,Two
11344,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-02,,0.5665722,,A,Normal value,,,,,,,2,Two
11345,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-03,,0.6690141,,A,Normal value,,,,,,,2,Two
11346,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-04,,1.958727,,A,Normal value,,,,,,,2,Two
11347,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-05,,-0.03430532,,A,Normal value,,,,,,,2,Two
11348,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-06,,0.754976,,A,Normal value,,,,,,,2,Two
11349,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-07,,-0.647139,,A,Normal value,,,,,,,2,Two
11350,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-08,,0.5485088,,A,Normal value,,,,,,,2,Two
11351,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-09,,-0.03409478,,A,Normal value,,,,,,,2,Two
11352,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-10,,-0.4433834,,A,Normal value,,,,,,,2,Two
11353,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-12,,-0.1027749,,A,Normal value,,,,,,,2,Two
11354,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-01,,1.440329,,A,Normal value,,,,,,,2,Two
11355,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-03,,0.4056795,,A,Normal value,,,,,,,2,Two
11356,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-04,,0.8754209,,A,Normal value,,,,,,,2,Two
11357,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-05,,0.1001335,,A,Normal value,,,,,,,2,Two
11358,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-06,,0.3667889,,A,Normal value,,,,,,,2,Two
11359,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-07,,0.2325581,,A,Normal value,,,,,,,2,Two
11360,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-08,,0.3646006,,A,Normal value,,,,,,,2,Two
11361,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-09,,-0.2642008,,A,Normal value,,,,,,,2,Two
11362,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-10,,0.5960265,,A,Normal value,,,,,,,2,Two
11363,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-11,,-0.3949967,,A,Normal value,,,,,,,2,Two
11364,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-12,,0.1321877,,A,Normal value,,,,,,,2,Two
11365,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-01,,1.385478,,A,Normal value,,,,,,,2,Two
11366,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-02,,1.399749,,A,Normal value,,,,,,,2,Two
11367,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-03,,-0.4748024,,A,Normal value,,,,,,,2,Two
11368,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-04,,1.015422,,A,Normal value,,,,,,,2,Two
11369,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-05,,0.06386369,,A,Normal value,,,,,,,2,Two
11370,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-06,,0.8699065,,A,Normal value,,,,,,,2,Two
11371,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-07,,0.6425324,,A,Normal value,,,,,,,2,Two
11372,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-08,,1.031988,,A,Normal value,,,,,,,2,Two
11373,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-09,,-1.12132,,A,Normal value,,,,,,,2,Two
11374,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2025-10,,-0.01353039,,A,Normal value,,,,,,,2,Two
11375,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-01,,1.704545,,A,Normal value,,,,,,,2,Two
11376,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-02,,0.2793296,,A,Normal value,,,,,,,2,Two
11377,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-04,,-0.1392758,,A,Normal value,,,,,,,2,Two
11378,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-05,,0.13947,,A,Normal value,,,,,,,2,Two
11379,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-06,,0.6963788,,A,Normal value,,,,,,,2,Two
11380,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-07,,0.5532504,,A,Normal value,,,,,,,2,Two
11381,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-08,,0.1375516,,A,Normal value,,,,,,,2,Two
11382,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-10,,0.2747253,,A,Normal value,,,,,,,2,Two
11383,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-11,,0.1369863,,A,Normal value,,,,,,,2,Two
11384,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-12,,0.1367989,,A,Normal value,,,,,,,2,Two
11385,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-01,,1.912568,,A,Normal value,,,,,,,2,Two
11386,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-03,,0.1340483,,A,Normal value,,,,,,,2,Two
11387,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-04,,0.2677376,,A,Normal value,,,,,,,2,Two
11388,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-05,,0.6675568,,A,Normal value,,,,,,,2,Two
11389,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-06,,1.061008,,A,Normal value,,,,,,,2,Two
11390,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-07,,1.049869,,A,Normal value,,,,,,,2,Two
11391,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-08,,-0.1298701,,A,Normal value,,,,,,,2,Two
11392,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,CZE,Czechia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-09,,-0.9102731,,A,Normal value,,,,,,,2,Two
